Zip,Median,Median_adjusted,Mean
49029,"52,562","58,869","59,463"
49030,"43,441","48,654","51,013"
49031,"41,635","46,632","54,188"
49032,"47,550","53,256","54,021"
49033,"60,100","67,312","71,233"
49034,"52,649","58,967","64,534"
49036,"39,269","43,982","49,064"
49037,"31,588","35,379","39,140"
49038,"42,153","47,211","53,985"
49040,"45,993","51,512","53,209"
49042,"46,172","51,712","52,066"
49043,"30,158","33,777","41,837"
49045,"41,601","46,593","53,300"
49046,"49,101","54,993","62,533"
49047,"40,877","45,782","51,801"
49048,"43,305","48,502","52,542"
49050,"56,894","63,721","65,397"
49051,"61,028","68,351","73,141"
49052,"52,622","58,937","62,269"
49053,"56,903","63,732","67,634"
49055,"10,266","11,498","12,092"
49056,"38,995","43,674","49,400"
49057,"36,908","41,337","44,151"
49058,"46,890","52,516","56,763"
49060,"56,783","63,597","72,507"
49061,"47,740","53,469","63,547"
49064,"40,712","45,597","47,948"
49065,"48,116","53,890","62,618"
49066,"46,232","51,780","51,176"
49067,"45,133","50,549","53,929"
49068,"52,588","58,898","63,254"
49070,"47,378","53,063","58,524"
49071,"61,953","69,387","75,067"
49072,"46,629","52,224","52,122"
49073,"20,254","22,685","22,662"
49074,"31,381","35,147","41,447"
49075,"46,389","51,956","53,582"
49076,"51,843","58,064","60,857"
49078,"46,410","51,979","59,042"
49079,"48,854","54,716","61,450"
49080,"55,100","61,712","64,678"
49082,"35,654","39,932","44,112"
49083,"64,890","72,677","93,653"
49084,"41,854","46,876","53,946"
49085,"59,949","67,143","78,830"
49087,"67,087","75,137","81,779"
49088,"54,128","60,623","66,550"
49089,"42,248","47,318","48,413"
49090,"44,852","50,234","65,001"
49091,"41,459","46,435","50,877"
49092,"35,613","39,887","43,389"
49093,"37,045","41,491","43,446"
49094,"36,851","41,273","39,830"
49095,"50,774","56,866","66,353"
49096,"53,612","60,045","59,721"
49097,"53,987","60,465","67,466"
49098,"38,713","43,358","47,842"
49099,"47,741","53,470","58,026"
49101,"45,244","50,673","61,401"
49102,"50,777","56,870","61,642"
49103,"45,522","50,985","56,333"
49104,"35,000","39,200","44,394"
49106,"48,229","54,016","80,648"
49107,"45,785","51,280","56,849"
49111,"48,190","53,973","55,619"
49112,"52,975","59,332","65,914"
49113,"49,760","55,731","59,176"
49115,"41,924","46,955","62,414"
49116,"41,924","46,955","62,414"
49117,"47,222","52,889","83,580"
49119,"51,101","57,233","61,943"
49120,"42,539","47,644","51,860"
49125,"44,968","50,365","63,382"
49126,"40,866","45,770","48,789"
49127,"64,354","72,077","83,045"
49128,"43,505","48,725","56,326"
49129,"44,890","50,277","74,306"
49130,"51,174","57,315","73,010"
49201,"40,760","45,651","49,592"
49202,"32,008","35,849","38,003"
49203,"42,614","47,728","51,060"
49220,"47,677","53,398","57,902"
49221,"44,313","49,631","52,839"
49224,"37,556","42,062","50,371"
49227,"39,671","44,431","50,908"
49228,"46,622","52,217","59,029"
49229,"12,062","13,509","13,013"
49230,"52,163","58,423","62,245"
49232,"37,555","42,062","45,510"
49233,"58,666","65,706","66,458"
49234,"62,963","70,519","80,609"
49235,"49,492","55,431","58,631"
49236,"56,285","63,039","62,731"
49237,"58,624","65,659","63,950"
49238,"54,423","60,954","62,389"
49240,"67,032","75,076","77,540"
49241,"56,944","63,777","61,520"
49242,"38,285","42,880","49,590"
49245,"39,856","44,639","47,798"
49246,"58,953","66,027","63,932"
49247,"42,256","47,326","50,094"
49248,"54,113","60,607","59,758"
49249,"63,260","70,851","67,762"
49250,"44,209","49,514","51,900"
49251,"60,038","67,243","65,597"
49252,"42,677","47,798","50,315"
49253,"48,831","54,691","58,329"
49254,"44,738","50,107","50,351"
49255,"39,382","44,108","48,370"
49256,"45,258","50,689","50,138"
49259,"60,420","67,671","68,770"
49261,"50,788","56,883","63,944"
49262,"44,209","49,514","58,260"
49263,"49,868","55,852","60,019"
49264,"53,727","60,174","62,760"
49265,"56,404","63,173","67,051"
49266,"43,904","49,173","50,087"
49267,"54,831","61,410","68,705"
49268,"54,580","61,130","61,612"
49269,"56,290","63,044","67,403"
49270,"61,042","68,367","70,143"
49271,"43,565","48,793","49,526"
49272,"57,570","64,478","63,031"
49274,"39,508","44,250","50,497"
49276,"54,465","61,001","64,394"
49277,"50,179","56,201","58,848"
49279,"51,969","58,206","57,664"
49282,"66,339","74,300","70,430"
49283,"53,793","60,248","65,378"
49284,"45,333","50,773","55,244"
49285,"61,557","68,943","71,939"
49286,"54,188","60,691","61,035"
49287,"65,416","73,266","76,635"
49288,"39,997","44,796","49,022"
49289,"54,113","60,607","59,758"
49301,"101,556","113,743","135,537"
49302,"76,129","85,265","91,893"
49303,"51,114","57,247","55,606"
49304,"25,867","28,971","34,241"
49305,"12,901","14,449","17,103"
49306,"74,083","82,973","86,335"
49307,"25,011","28,012","37,606"
49309,551,617,729
49310,"42,338","47,418","53,715"
49315,"63,154","70,733","83,758"
49316,"65,715","73,600","76,531"
49318,"51,204","57,349","57,418"
49319,"56,208","62,953","62,328"
49320,"41,579","46,568","56,307"
49321,"48,783","54,637","57,668"
49322,"46,854","52,477","56,918"
49323,"64,942","72,735","70,337"
49325,"59,100","66,192","71,287"
49326,"44,167","49,467","56,030"
49327,"46,164","51,703","54,478"
49328,"52,654","58,973","58,887"
49329,"46,527","52,111","53,237"
49330,"46,130","51,665","54,406"
49331,"56,971","63,808","64,865"
49332,"43,125","48,300","52,677"
49333,"62,543","70,048","69,196"
49335,"67,197","75,261","73,834"
49336,"40,003","44,804","47,193"
49337,"45,389","50,836","55,415"
49338,"27,573","30,882","35,733"
49339,"47,321","53,000","58,177"
49340,"30,596","34,267","40,020"
49341,"72,510","81,211","85,494"
49342,"41,615","46,609","55,133"
49343,"52,018","58,260","61,360"
49344,"45,997","51,517","61,245"
49345,"52,899","59,247","59,441"
49346,"38,649","43,287","49,190"
49347,"46,417","51,987","56,158"
49348,"52,591","58,902","62,579"
49349,"34,484","38,622","42,423"
49401,"40,081","44,891","45,890"
49402,"26,570","29,758","33,851"
49403,"57,000","63,841","69,978"
49404,"54,683","61,245","62,489"
49405,"33,445","37,458","40,966"
49406,"51,786","58,000","79,308"
49408,"48,344","54,145","61,808"
49410,"17,224","19,291","21,618"
49411,"12,137","13,593","14,958"
49412,"44,279","49,592","62,038"
49415,"53,917","60,387","65,189"
49417,"56,269","63,022","68,802"
49418,"55,840","62,541","66,887"
49419,"56,646","63,444","63,523"
49420,"36,589","40,980","46,606"
49421,"37,091","41,542","45,358"
49423,"41,051","45,977","51,524"
49424,"58,067","65,035","73,087"
49425,"45,683","51,165","55,526"
49426,"66,214","74,160","80,050"
49428,"61,725","69,132","69,630"
49431,"40,791","45,686","53,027"
49434,"42,633","47,749","61,735"
49435,"64,532","72,276","78,034"
49436,"38,454","43,068","46,190"
49437,"45,211","50,636","52,816"
49440,"19,228","21,535","27,758"
49441,"44,273","49,586","54,262"
49442,"30,644","34,321","38,716"
49444,"30,229","33,856","37,989"
49445,"53,899","60,367","64,314"
49446,"10,594","11,865","13,224"
49448,"55,395","62,042","59,491"
49449,"46,729","52,337","56,513"
49450,"41,720","46,727","50,908"
49451,"49,240","55,149","56,365"
49452,"11,807","13,224","14,221"
49453,"52,616","58,929","77,528"
49454,"40,175","44,996","47,927"
49455,"16,849","18,871","20,818"
49456,"50,934","57,046","75,591"
49457,"51,469","57,645","58,175"
49458,"33,464","37,480","42,002"
49459,"30,076","33,685","38,668"
49460,"65,804","73,701","82,798"
49461,"53,087","59,457","62,045"
49464,"53,633","60,069","62,803"
49503,"32,317","36,195","44,104"
49504,"41,586","46,576","48,376"
49505,"41,200","46,144","52,369"
49506,"62,282","69,756","81,795"
49507,"36,858","41,281","44,408"
49508,"53,014","59,376","61,158"
49509,"42,096","47,147","49,612"
49512,"47,606","53,318","57,999"
49519,"47,387","53,073","54,382"
49525,"61,307","68,664","76,572"
49534,"60,162","67,381","69,512"
49544,"41,455","46,430","50,808"
49546,"64,963","72,758","87,428"
49548,"40,907","45,816","45,113"
49601,"40,276","45,109","50,875"
49611,"36,790","41,204","43,364"
49612,"44,803","50,180","57,596"
49613,"42,960","48,116","49,619"
49614,"34,243","38,353","42,879"
49615,"46,539","52,124","60,160"
49616,"44,321","49,639","54,557"
49617,"31,277","35,030","42,011"
49618,"39,127","43,823","49,526"
49619,"43,650","48,888","53,856"
49620,"44,731","50,099","51,671"
49621,"51,177","57,319","69,962"
49622,"35,875","40,181","56,993"
49623,"31,985","35,823","41,736"
49625,"3,860","4,323","4,640"
49626,"45,940","51,453","55,169"
49628,"44,560","49,907","49,086"
49629,"51,375","57,540","67,451"
49630,"49,816","55,794","76,536"
49631,"30,939","34,652","38,227"
49632,"40,727","45,614","47,879"
49633,"45,631","51,106","51,734"
49634,"45,940","51,453","55,169"
49635,"41,830","46,850","57,743"
49636,"50,656","56,735","79,837"
49637,"50,648","56,726","57,448"
49638,"35,176","39,397","43,687"
49639,"37,705","42,230","46,572"
49640,"47,244","52,913","60,567"
49642,"31,705","35,510","41,868"
49643,"40,102","44,915","42,878"
49644,"3,484","3,902","4,144"
49645,"14,118","15,812","18,031"
49646,"38,687","43,329","46,945"
49648,"35,651","39,929","46,118"
49649,"52,279","58,553","60,744"
49650,"3,608","4,041","4,607"
49651,"39,816","44,593","48,941"
49653,"54,126","60,621","76,087"
49654,"54,167","60,667","77,603"
49655,"42,256","47,327","49,937"
49656,"33,750","37,800","40,902"
49657,"40,908","45,817","50,820"
49659,"35,395","39,642","43,159"
49660,"41,964","46,999","51,406"
49663,"10,208","11,433","12,013"
49664,"47,117","52,772","66,623"
49665,"6,639","7,436","8,734"
49666,"58,839","65,900","69,854"
49667,"39,596","44,348","46,222"
49668,"39,429","44,160","46,871"
49670,"63,135","70,711","87,708"
49674,"63,295","70,890","87,951"
49675,"44,461","49,797","61,658"
49676,"41,023","45,946","53,173"
49677,"34,755","38,926","43,190"
49679,"32,831","36,770","39,486"
49680,"42,084","47,134","47,681"
49682,"54,040","60,525","72,171"
49683,"4,676","5,237","5,274"
49684,"51,850","58,072","66,260"
49686,"45,590","51,061","59,895"
49688,"40,388","45,234","47,284"
49689,"34,226","38,333","40,226"
49690,"49,376","55,301","67,093"
49701,"24,597","27,548","32,232"
49705,"36,802","41,218","45,680"
49706,"45,696","51,180","55,131"
49707,"37,672","42,193","47,338"
49709,"35,641","39,917","44,075"
49710,"33,470","37,486","40,549"
49712,"46,625","52,220","62,616"
49713,"49,799","55,775","67,687"
49715,"48,957","54,832","52,444"
49716,"45,464","50,920","55,792"
49717,"50,640","56,717","74,671"
49718,"38,929","43,601","51,013"
49719,"50,229","56,256","62,830"
49720,"49,945","55,939","73,487"
49721,"28,799","32,255","42,218"
49722,"49,065","54,953","60,795"
49724,"40,957","45,872","49,135"
49725,"39,466","44,202","52,184"
49726,"39,306","44,023","53,055"
49727,"43,322","48,520","54,030"
49728,"37,015","41,456","47,423"
49729,"4,714","5,280","5,558"
49730,"45,822","51,321","54,578"
49733,"40,725","45,613","56,422"
49735,"45,273","50,705","57,452"
49736,"40,122","44,937","48,608"
49738,"38,366","42,970","49,848"
49740,"56,598","63,389","80,284"
49743,"37,877","42,422","43,720"
49744,"34,082","38,171","41,096"
49745,"41,060","45,988","50,252"
49746,"28,515","31,937","34,723"
49747,"16,264","18,215","20,531"
49748,"33,864","37,928","45,820"
49749,"42,758","47,889","57,571"
49751,"42,290","47,365","50,589"
49752,"40,462","45,317","48,354"
49753,"2,460","2,755","2,966"
49755,"32,449","36,343","39,512"
49756,"35,048","39,254","43,272"
49757,"48,750","54,600","54,978"
49759,"20,998","23,518","23,809"
49760,"45,925","51,436","52,457"
49762,"35,969","40,286","43,336"
49764,"49,065","54,953","60,795"
49765,"29,360","32,883","36,551"
49766,"33,717","37,763","40,609"
49768,"33,864","37,928","45,820"
49769,"42,153","47,212","50,161"
49770,"49,850","55,832","68,920"
49774,"40,133","44,949","48,459"
49775,"34,009","38,090","45,614"
49776,"33,851","37,914","42,193"
49777,"47,006","52,646","55,946"
49779,"29,342","32,863","35,308"
49780,"44,191","49,494","52,909"
49781,"39,908","44,697","49,311"
49782,"46,771","52,384","56,523"
49783,"33,779","37,832","45,677"
49788,"28,299","31,695","33,859"
49791,"44,856","50,239","57,691"
49793,"38,643","43,280","49,136"
49795,"40,689","45,572","49,474"
49796,"52,500","58,800","81,831"
49799,"36,812","41,230","44,635"
49801,"44,332","49,652","57,424"
49802,"38,652","43,290","49,818"
49805,"38,550","43,176","44,203"
49806,"39,101","43,793","51,138"
49807,"43,858","49,120","49,471"
49808,"54,148","60,646","64,426"
49812,"29,680","33,242","35,447"
49814,"43,825","49,084","52,159"
49815,"43,424","48,635","54,239"
49816,"39,256","43,967","52,828"
49817,"38,926","43,597","51,690"
49818,"48,934","54,806","57,257"
49819,"53,411","59,820","61,119"
49820,"34,911","39,100","41,998"
49821,"39,583","44,333","45,553"
49822,"40,056","44,863","52,079"
49825,"39,198","43,902","52,193"
49826,"39,240","43,949","52,648"
49827,"35,858","40,161","43,195"
49829,"37,098","41,550","48,480"
49831,"48,904","54,772","59,455"
49833,"53,712","60,158","61,652"
49834,"52,761","59,092","63,770"
49835,"36,991","41,430","43,821"
49836,"15,885","17,791","19,109"
49837,"46,194","51,738","56,135"
49838,"34,911","39,100","41,998"
49841,"47,840","53,581","56,584"
49848,"42,604","47,716","46,660"
49849,"43,720","48,967","52,288"
49852,"57,042","63,887","68,140"
49853,"43,650","48,888","53,883"
49854,"29,296","32,811","38,121"
49855,"42,432","47,524","55,321"
49858,"42,544","47,650","49,163"
49861,"39,731","44,498","49,235"
49862,"16,396","18,364","21,941"
49864,"36,991","41,430","43,821"
49866,"51,333","57,493","56,628"
49868,"38,342","42,943","44,893"
49870,"42,211","47,276","50,088"
49871,"59,093","66,184","70,403"
49872,"39,146","43,844","47,527"
49873,"4,466","5,002","5,524"
49874,"12,771","14,304","15,581"
49876,"42,691","47,814","50,673"
49877,"43,424","48,635","54,239"
49878,"44,636","49,993","51,611"
49879,"39,115","43,809","49,330"
49880,"42,823","47,962","51,038"
49881,"43,424","48,635","54,239"
49884,"1,079","1,208","1,487"
49885,"57,350","64,232","68,918"
49886,"18,023","20,185","21,988"
49887,"41,927","46,959","48,923"
49891,"39,441","44,174","54,836"
49892,"46,696","52,300","55,688"
49893,"46,705","52,310","57,716"
49894,"38,098","42,670","50,832"
49895,"35,727","40,015","48,362"
49896,"30,355","33,998","37,034"
49901,"38,415","43,025","43,917"
49902,"35,840","40,141","42,858"
49903,"30,805","34,502","43,996"
49905,"38,553","43,180","48,486"
49908,"39,917","44,707","48,580"
49910,"30,833","34,533","44,615"
49911,"30,397","34,045","43,523"
49912,"43,370","48,574","46,080"
49913,"32,802","36,738","40,432"
49915,"31,462","35,237","39,564"
49916,"43,321","48,519","54,566"
49917,"43,880","49,146","55,495"
49918,"38,415","43,025","43,917"
49919,"39,926","44,718","48,581"
49920,"21,045","23,571","25,486"
49921,"40,396","45,244","54,685"
49922,"40,150","44,968","59,534"
49925,"32,487","36,385","44,808"
49927,"31,462","35,237","39,564"
49929,"33,521","37,544","42,030"
49930,"34,407","38,536","49,397"
49931,"25,939","29,052","42,460"
49934,"34,293","38,408","40,779"
49935,"27,514","30,815","37,265"
49938,"32,480","36,378","44,310"
49942,"37,819","42,357","45,772"
49945,"37,995","42,554","46,369"
49946,"41,326","46,285","48,663"
49947,"36,434","40,806","45,825"
49948,"38,703","43,347","44,161"
49950,"38,415","43,025","43,917"
49952,"43,369","48,573","54,183"
49953,"31,427","35,199","41,968"
49955,"37,027","41,470","43,351"
49958,"40,376","45,221","49,180"
49959,"34,852","39,034","41,183"
49960,"31,531","35,315","41,212"
49961,"44,196","49,500","55,596"
49962,"41,354","46,316","48,665"
49963,"39,124","43,819","50,405"
49965,"37,597","42,109","43,596"
49967,"43,318","48,516","48,924"
49968,"35,789","40,083","41,511"
49969,"37,722","42,249","48,480"
49970,"39,917","44,707","48,580"
49971,"30,833","34,533","44,615"
50001,"67,760","75,892","74,438"
50002,"44,272","49,585","54,717"
50003,"53,908","60,377","69,256"
50005,"53,063","59,431","64,582"
50006,"47,621","53,335","57,146"
50007,"69,118","77,412","82,478"
50008,"34,377","38,502","39,973"
50009,"64,213","71,919","76,658"
50010,"49,179","55,080","59,167"
50012,"6,904","7,733","7,460"
50014,"40,269","45,102","55,192"
50020,"41,734","46,742","51,390"
50021,"75,452","84,506","82,753"
50022,"39,102","43,794","47,830"
50023,"75,112","84,125","83,243"
50025,"43,880","49,145","55,044"
50026,"54,923","61,514","72,607"
50027,"53,072","59,440","59,488"
50028,"61,008","68,329","68,624"
50029,"47,344","53,025","57,058"
50032,"62,925","70,476","70,479"
50033,"67,716","75,842","79,809"
50034,"54,172","60,672","60,691"
50035,"73,563","82,390","82,177"
50036,"48,880","54,746","57,661"
50038,"75,519","84,581","99,841"
50039,"64,135","71,831","88,220"
