Zip,Median,Median_adjusted,Mean,Pop
54229,"67,613","75,726","84,840","4,306"
54230,"56,911","63,740","61,832","4,782"
54232,"56,044","62,769","62,499",779
54234,"47,839","53,580","63,631","1,614"
54235,"45,291","50,726","58,628","17,203"
54241,"50,618","56,692","55,963","14,884"
54245,"56,190","62,933","62,824","2,259"
54246,"51,711","57,916","67,479",708
54247,"58,005","64,966","64,286","2,339"
54301,"35,567","39,835","48,408","17,591"
54302,"41,650","46,648","49,352","30,611"
54303,"35,618","39,892","42,764","24,351"
54304,"46,004","51,524","54,715","28,153"
54311,"60,306","67,543","71,154","33,580"
54313,"71,769","80,381","89,049","35,897"
54401,"48,657","54,496","60,834","30,085"
54403,"50,831","56,930","60,176","21,751"
54405,"44,794","50,170","53,008","3,032"
54406,"59,117","66,211","65,543","3,469"
54407,"61,358","68,721","67,757","1,515"
54408,"55,344","61,985","61,060","1,068"
54409,"42,990","48,148","50,032","13,238"
54410,"54,341","60,862","65,457","2,392"
54411,"55,221","61,847","59,736","5,270"
54412,"54,883","61,469","64,037","2,181"
54413,"47,248","52,918","66,120",191
54414,"47,463","53,159","53,991","3,404"
54416,"40,569","45,438","47,692","1,684"
54417,"64,602","72,354","70,537",46
54418,"49,468","55,404","60,632","1,080"
54420,"44,131","49,427","54,074","1,307"
54421,"44,577","49,926","53,267","3,455"
54422,"39,781","44,555","50,900","1,209"
54423,"61,945","69,379","67,774","2,343"
54424,"48,169","53,949","59,678","1,651"
54425,"44,447","49,781","52,658","2,036"
54426,"59,799","66,975","67,435","4,479"
54427,"49,970","55,966","58,567","1,099"
54428,"38,164","42,743","49,799","1,127"
54430,"54,801","61,377","64,152",135
54433,"42,197","47,260","52,530","1,845"
54435,"54,747","61,317","62,632","2,010"
54436,"43,422","48,633","53,082","2,203"
54437,"43,352","48,554","51,751","3,077"
54440,"56,190","62,933","64,005","2,964"
54441,"51,580","57,770","59,528",828
54442,"58,177","65,158","64,012","1,177"
54443,"57,781","64,715","68,300","2,137"
54446,"48,618","54,453","57,302","3,123"
54447,"42,083","47,133","52,330",498
54448,"60,305","67,541","68,576","4,249"
54449,"49,166","55,065","63,357","26,418"
54450,"39,441","44,174","46,516",436
54451,"38,870","43,534","48,341","10,180"
54452,"49,033","54,917","55,641","19,360"
54454,"52,231","58,499","60,984","1,279"
54455,"64,697","72,461","69,699","17,029"
54456,"38,520","43,142","47,475","6,085"
54457,"47,603","53,315","56,898","8,539"
54458,"60,556","67,823","68,205",124
54459,"40,467","45,323","52,156","1,148"
54460,"40,518","45,380","51,257","2,746"
54462,"38,053","42,619","49,733",348
54463,"44,980","50,378","53,885",684
54465,"38,064","42,632","50,892",536
54466,"44,108","49,401","61,474","2,624"
54467,"60,525","67,788","68,940","13,635"
54469,"41,924","46,954","50,662","1,792"
54470,323,361,432,16
54471,"61,498","68,877","66,459","1,854"
54473,"60,261","67,492","66,201","2,700"
54474,"60,361","67,604","69,036","4,019"
54475,"51,360","57,523","56,732","1,482"
54476,"54,938","61,530","66,924","18,580"
54479,"55,211","61,837","68,798","4,119"
54480,"40,053","44,859","51,716","1,332"
54481,"41,176","46,117","53,329","29,340"
54482,"65,125","72,940","78,238","8,955"
54484,"57,694","64,617","70,060","4,984"
54485,"38,053","42,619","49,733",322
54486,"41,094","46,025","48,211","2,290"
54487,"45,512","50,973","56,961","9,594"
54488,"52,016","58,258","63,153","1,262"
54489,"55,504","62,164","63,178","1,550"
54490,"19,541","21,886","23,778",366
54491,"40,551","45,417","53,803","1,652"
54493,"42,054","47,100","51,486",668
54494,"51,771","57,983","59,016","27,126"
54495,"42,156","47,215","47,864","7,637"
54498,"41,082","46,012","52,340","2,421"
54499,"43,695","48,938","51,548","3,223"
54501,"46,539","52,124","60,671","20,019"
54511,"38,550","43,176","49,209","1,216"
54512,"46,067","51,595","61,218",833
54513,"41,769","46,781","55,787",478
54514,"41,567","46,555","48,736","1,717"
54515,"39,134","43,830","47,964",472
54517,"41,913","46,943","51,710",112
54519,"41,273","46,226","55,783","1,231"
54520,"38,564","43,192","48,589","4,141"
54521,"40,391","45,238","58,104","7,251"
54524,"47,793","53,528","54,438",670
54525,"34,671","38,832","40,420",279
54526,"39,462","44,197","49,144",919
54527,"40,021","44,823","47,399","1,081"
54529,"47,547","53,252","63,170","1,133"
54530,"38,553","43,179","48,219",868
54531,"49,028","54,912","61,977","1,454"
54534,"35,632","39,908","42,104","2,459"
54536,"38,490","43,109","46,368",184
54537,"40,346","45,188","49,323",561
54538,"40,133","44,949","55,181","3,137"
54539,"47,032","52,675","61,940","1,383"
54540,"78,750","88,200","103,982",942
54541,"34,348","38,470","44,387","1,552"
54542,"39,633","44,389","47,468",470
54545,"45,866","51,370","60,891",736
54546,"40,109","44,922","47,746","1,266"
54547,"34,418","38,548","43,116","1,392"
54548,"44,121","49,415","58,710","4,626"
54550,"35,407","39,656","41,566",685
54552,"42,119","47,173","46,511","4,416"
54554,"76,753","85,963","106,936","1,129"
54555,"41,086","46,017","51,429","4,872"
54556,"39,598","44,350","49,802","1,298"
54557,"46,186","51,728","61,388",925
54558,"41,972","47,009","58,041","2,177"
54559,"37,038","41,482","43,411",795
54560,"43,730","48,978","57,212",589
54561,"46,186","51,728","61,388",35
54562,"14,946","16,740","17,970",652
54563,"39,767","44,539","48,630",720
54564,"46,730","52,338","59,218",387
54565,"38,490","43,109","46,368",60
54566,"31,910","35,739","44,420","1,496"
54568,"41,915","46,944","54,802","5,198"
54601,"44,025","49,308","55,335","49,282"
54603,"26,404","29,573","32,400","9,664"
54610,"44,702","50,066","54,703","1,624"
54611,"44,401","49,729","50,631","1,307"
54612,"41,567","46,556","50,251","5,152"
54613,"38,905","43,573","50,069","1,826"
54614,"56,259","63,010","64,969","2,947"
54615,"27,645","30,963","34,039","7,452"
54616,"41,794","46,809","52,487","2,601"
54618,"48,170","53,950","57,616","2,262"
54619,"51,596","57,788","58,842","3,923"
54621,"49,323","55,242","57,126","1,147"
54622,"48,692","54,535","54,907","2,121"
54623,"53,210","59,595","61,959","1,930"
54624,"50,378","56,424","60,802","1,383"
54625,"60,410","67,659","66,583",240
54626,"44,338","49,659","53,113","1,215"
54627,"46,286","51,841","57,390","1,819"
54628,"41,800","46,815","48,865","1,092"
54629,"47,014","52,655","56,687","2,576"
54630,"52,369","58,653","61,761","3,770"
54631,"40,261","45,092","49,534","1,844"
54632,"51,659","57,858","62,186","1,247"
54634,"36,298","40,654","45,537","3,647"
54635,"46,971","52,607","55,422","1,799"
54636,"63,815","71,473","69,610","13,737"
54637,"49,360","55,283","57,380",187
54638,"46,867","52,492","58,339","1,487"
54639,"38,891","43,557","46,240","2,320"
54642,"51,729","57,936","62,109","2,125"
54644,"54,734","61,302","63,069","1,434"
54645,"41,597","46,589","48,259",81
54646,"44,618","49,972","60,445","3,899"
54648,"48,121","53,896","63,050","1,737"
54650,"62,104","69,556","72,687","23,306"
54651,"41,949","46,983","51,943","1,382"
54652,"49,036","54,920","58,593",953
54653,"56,140","62,876","64,633",894
54654,"41,597","46,589","48,259",153
54655,"39,621","44,376","49,275","1,778"
54656,"46,327","51,886","56,052","17,377"
54657,"45,412","50,862","55,015",411
54658,"52,754","59,084","65,923","2,501"
54659,"48,384","54,190","57,595","1,409"
54660,"45,820","51,319","57,896","15,688"
54661,"60,412","67,661","66,584","3,415"
54664,"22,057","24,704","26,021",683
54665,"39,485","44,224","51,082","8,427"
54666,"44,602","49,955","54,127","2,163"
54667,"47,857","53,600","55,717","4,599"
54669,"58,395","65,402","69,007","7,619"
54670,"47,132","52,788","61,563","1,878"
54701,"49,000","54,880","66,291","38,803"
54703,"46,257","51,808","54,278","42,272"
54720,"44,530","49,873","62,547","7,039"
54721,"49,367","55,291","58,339","1,373"
54722,"41,760","46,771","54,564","4,016"
54723,"66,570","74,558","73,953","1,191"
54724,"48,146","53,924","58,004","7,167"
54725,"34,153","38,251","38,870","2,083"
54726,"45,683","51,165","55,585","1,690"
54727,"51,192","57,335","60,184","4,915"
54728,"41,551","46,537","51,780","6,139"
54729,"51,233","57,381","61,192","31,469"
54730,"50,389","56,436","55,920","4,277"
54731,"40,625","45,500","47,183",802
54732,"51,604","57,797","62,262","2,924"
54733,"48,047","53,813","56,796","1,340"
54734,"37,991","42,550","43,252",676
54736,"7,688","8,610","9,609",704
54737,"52,927","59,278","62,692",487
54738,"59,872","67,057","73,508","3,149"
54739,"60,370","67,615","68,794","4,950"
54740,"50,497","56,557","59,346","2,056"
54741,"41,467","46,443","53,453","1,577"
54742,"56,246","62,996","68,749","4,459"
54745,"44,129","49,424","53,934","2,261"
54746,"42,139","47,196","52,055",746
54747,"43,087","48,257","53,202","2,534"
54748,"54,052","60,538","64,855","1,217"
54749,"49,414","55,343","56,636","1,231"
54750,"57,659","64,578","68,870","1,062"
54751,"43,365","48,569","52,516","25,642"
54754,"41,499","46,479","47,592","1,490"
54755,"46,194","51,737","52,137","6,874"
54756,"43,295","48,490","55,198",916
54757,"38,824","43,483","46,842","2,892"
54758,"50,430","56,482","58,186","4,626"
54759,"49,132","55,028","58,051","1,533"
54760,"41,250","46,200","50,932",255
54761,"57,289","64,163","68,624","1,216"
54762,"44,150","49,448","52,190","1,145"
54763,"6,438","7,211","7,611",152
54766,"43,333","48,533","51,879","1,707"
54767,"56,929","63,761","64,427","3,221"
54768,"43,764","49,015","54,013","5,990"
54769,"50,848","56,949","60,275",502
54770,"46,947","52,580","62,717","2,101"
54771,"43,031","48,195","54,373","4,286"
54772,"22,263","24,935","25,338",517
54773,"41,879","46,905","51,372","3,336"
54801,"41,367","46,331","52,107","6,493"
54805,"45,722","51,209","54,096","1,471"
54806,"38,830","43,489","47,560","11,810"
54810,"53,145","59,522","64,044","2,512"
54812,"40,183","45,005","51,472","5,728"
54813,"27,272","30,545","34,722",405
54814,"30,931","34,643","42,067","2,478"
54817,"30,759","34,450","38,596","1,582"
54819,"38,771","43,424","48,406","2,544"
54820,"49,580","55,529","57,985",864
54821,"42,604","47,717","51,181","1,276"
54822,"47,223","52,890","55,914","4,516"
54824,"51,497","57,677","61,718","2,271"
54826,"44,645","50,002","54,873",807
54827,"32,842","36,783","43,584",221
54828,"31,340","35,101","42,528",678
54829,"36,261","40,613","45,862","4,707"
54830,"39,684","44,446","52,177","2,752"
54832,"45,255","50,685","52,320",412
54835,"38,378","42,984","46,534","1,018"
54836,"50,663","56,742","60,299","1,080"
54837,"39,897","44,685","48,096","3,778"
54838,"48,017","53,779","57,586","1,103"
54839,"48,458","54,273","54,185",302
54840,"43,125","48,300","51,473","4,643"
54842,"53,265","59,657","61,489",185
54843,"38,690","43,333","53,315","11,487"
54844,"40,530","45,394","49,688",267
54845,"39,464","44,200","47,568",147
54846,"42,478","47,575","47,911",547
54847,"46,107","51,639","52,851","2,222"
54848,"35,236","39,464","45,454","6,141"
54849,"52,145","58,402","60,656","1,967"
54850,"35,644","39,921","44,438",261
54853,"45,325","50,764","56,473","4,009"
54854,"53,265","59,657","61,489",990
54855,"41,195","46,139","46,355",774
54856,"48,059","53,826","53,885","1,616"
54858,"48,519","54,341","58,766","1,518"
54859,"36,572","40,960","47,524","1,896"
54861,"34,741","38,910","38,736",150
54862,"37,725","42,252","45,216",261
54864,"53,265","59,657","61,489","1,322"
54865,"40,530","45,394","49,688",440
54867,"39,063","43,751","46,065",435
54868,"33,430","37,442","43,913","13,371"
54870,"40,004","44,804","50,298","1,450"
54871,"43,213","48,399","56,755","3,105"
54872,"36,083","40,413","45,701","2,581"
54873,"47,003","52,644","56,008","2,799"
54874,"54,373","60,898","63,479","3,646"
54875,"39,708","44,473","49,277","1,055"
54876,"39,925","44,716","52,423","1,551"
54880,"40,168","44,989","51,819","27,902"
54888,"42,822","47,960","48,809","1,345"
54889,"47,638","53,354","55,190","2,742"
54891,"49,566","55,514","64,574","3,389"
54893,"38,772","43,424","50,116","3,767"
54895,"40,412","45,261","49,595",910
54896,"32,293","36,168","41,767","1,478"
54901,"39,864","44,647","51,423","37,710"
54902,"46,347","51,908","59,284","22,375"
54904,"66,484","74,462","81,849","20,623"
54909,"54,264","60,775","58,377","2,181"
54911,"45,701","51,185","58,304","26,674"
54913,"79,857","89,440","101,944","17,629"
54914,"50,651","56,729","61,201","30,475"
54915,"62,909","70,458","69,524","41,855"
54921,"54,094","60,585","59,204","1,326"
54922,"55,581","62,251","60,347","1,514"
54923,"43,540","48,765","53,231","8,733"
54927,"60,000","67,200","86,154",538
54928,"51,500","57,680","59,702",450
54929,"41,773","46,786","48,529","8,746"
54930,"41,079","46,009","48,725","1,772"
54931,"82,418","92,308","96,700",260
54932,"64,893","72,680","73,397","1,185"
54933,"46,306","51,863","53,685",231
54934,"62,529","70,032","68,373",148
54935,"47,731","53,458","59,100","41,651"
54937,"58,249","65,239","67,937","19,112"
54940,"62,783","70,316","71,325","4,020"
54941,"51,081","57,211","66,382","2,613"
54942,"79,456","88,991","87,054","8,580"
54943,"41,946","46,979","50,356","1,923"
54944,"67,518","75,620","75,708","8,257"
54945,"49,293","55,208","55,037","3,545"
54946,"51,875","58,100","58,809",108
54947,"65,780","73,674","75,434","2,601"
54948,"42,711","47,836","50,038",320
54949,"49,709","55,674","54,928","3,430"
54950,"48,255","54,046","55,618","3,083"
54952,"51,481","57,659","62,533","25,729"
54956,"59,893","67,080","76,443","42,696"
54960,"23,875","26,740","29,077","1,342"
54961,"54,788","61,363","61,084","14,266"
54962,"48,456","54,270","53,618","1,110"
54963,"60,280","67,514","64,262","6,917"
54964,"60,981","68,298","64,908","1,022"
54965,"46,973","52,609","54,422","1,344"
54966,"39,719","44,485","47,846","2,008"
54967,"46,976","52,613","54,291",434
54968,"47,224","52,891","55,902","2,779"
54970,"39,693","44,456","48,940","3,902"
54971,"46,242","51,791","57,099","10,827"
54974,"62,610","70,124","71,259","1,581"
54977,"50,040","56,045","55,886","1,337"
54979,"64,808","72,585","74,196","1,472"
54980,"62,529","70,032","68,373",149
54981,"42,935","48,087","54,275","15,426"
54982,"40,788","45,682","51,358","7,050"
54983,"52,619","58,933","59,583","4,642"
54984,"42,768","47,900","50,868","2,989"
54985,"53,103","59,475","63,356",836
54986,"60,371","67,615","82,908","4,770"
55001,"101,111","113,244","110,893","2,865"
55003,"31,458","35,233","37,967","1,764"
55005,"73,892","82,759","77,666","3,780"
55006,"51,513","57,695","59,402","3,338"
55007,"41,951","46,985","50,921","2,276"
55008,"55,424","62,075","68,488","12,264"
55009,"65,163","72,982","74,597","7,760"
55011,"75,507","84,567","83,960","9,139"
55012,"65,498","73,358","75,789","1,653"
55013,"63,086","70,656","71,987","4,800"
55014,"83,897","93,965","91,057","25,518"
55016,"81,162","90,902","89,132","30,044"
55017,"60,795","68,090","66,996",668
55018,"77,953","87,308","89,056",930
55019,"59,113","66,207","72,468","1,040"
55020,"90,920","101,830","105,109","2,003"
55021,"52,211","58,476","59,573","27,372"
55024,"75,878","84,983","81,441","20,862"
55025,"71,205","79,750","81,260","19,421"
55026,"60,350","67,592","72,223",431
55027,"62,873","70,418","76,384","2,569"
55029,"48,229","54,016","56,112",38
55030,"50,603","56,675","62,148","1,214"
55031,"77,115","86,369","84,373","1,837"
55032,"62,458","69,953","70,941","3,166"
55033,"69,132","77,428","77,372","25,480"
55036,"50,806","56,903","64,164",102
55037,"40,556","45,423","49,332","4,242"
55038,"83,941","94,014","96,019","11,536"
55040,"58,814","65,872","67,273","9,570"
55041,"52,486","58,784","63,956","7,460"
55042,"101,305","113,462","121,168","7,514"
55043,"77,719","87,045","92,557","3,775"
55044,"96,796","108,411","111,223","35,312"
55045,"64,012","71,694","75,660","5,349"
55046,"71,064","79,592","80,209","3,005"
55047,"85,074","95,283","108,843","2,638"
55049,"62,778","70,312","77,485","2,233"
55051,"45,501","50,961","52,973","9,005"
55052,"60,868","68,172","69,869","2,091"
55053,"66,069","73,997","78,002",934
55054,"90,920","101,830","105,109",362
55055,"49,646","55,604","59,073","3,715"
55056,"59,780","66,953","68,416","10,822"
55057,"63,937","71,609","76,344","21,756"
55060,"55,563","62,231","64,206","26,250"
55063,"49,477","55,414","58,110","8,227"
55065,"77,854","87,196","85,601","1,012"
55066,"53,138","59,515","63,604","18,284"
55068,"82,914","92,863","92,681","20,678"
